id,level0_status,original_grade,coherence,factuality,heuristic_valid,confidence_score,risk_level,processing_time_ms,num_issues,priority_score,word_count,total_entities,suspicious_entities,fact_check_candidates_count,needs_fact_check,detected_issues
121_adaptive,validated,B,1.0,0.5423725843429565,True,0.4800000000000001,low,20.173072814941406,4,0.5799999999999998,20,1,0,1,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.30; Métrique suspecte: Factualité faible: 0.542; Métrique suspecte: Grade de qualité B (moyen); Métrique suspecte: Corrélation inversée: factualité faible (0.542) mais cohérence élevée (1.000)
122_adaptive,validated,B+,1.0,0.9048365354537964,True,1.0,low,15.560626983642578,1,0.0,30,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17
123_adaptive,validated,B+,1.0,0.7017892599105835,True,0.8600000000000001,low,17.568349838256836,3,0.1399999999999999,19,1,0,0,0.0,Anomalie statistique: Résumé très court: 19 mots; Anomalie statistique: Ratio ponctuation élevé: 0.32; Métrique suspecte: Factualité en dessous de la moyenne: 0.702
124_adaptive,validated,A+,0.956,0.9884721040725708,True,1.0,low,28.515338897705078,0,0.0,27,0,0,0,0.0,
125_adaptive,validated,D,0.1792868459224701,0.8493684530258179,True,0.27,medium,15.856742858886719,4,0.91,29,3,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.17; Métrique suspecte: Cohérence très faible: 0.179; Métrique suspecte: Factualité en dessous de la moyenne: 0.849; Métrique suspecte: Grade de qualité D (problématique)
126_adaptive,validated,B+,1.0,1.0,True,1.0,low,14.066457748413086,2,0.0,32,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.16; Complexité suspecte: Phrases très longues: 32.0 mots/phrase
127_adaptive,validated,D,0.0427785050766221,0.8856436014175415,True,0.27,medium,20.33519744873047,4,0.91,31,2,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.23; Métrique suspecte: Cohérence très faible: 0.043; Métrique suspecte: Factualité en dessous de la moyenne: 0.886; Métrique suspecte: Grade de qualité D (problématique)
128_adaptive,validated,A+,0.936,0.8908538818359375,True,1.0,low,16.819477081298828,2,0.0,61,1,0,0,0.0,Densité entités suspecte: Densité d'entités faible: 1.6% (1/61); Métrique suspecte: Factualité en dessous de la moyenne: 0.891
129_adaptive,validated,A+,0.916,0.975658118724823,True,1.0,low,24.988412857055664,1,0.0,73,4,0,0,0.0,Densité entités suspecte: Densité d'entités faible: 1.4% (1/73)
130_adaptive,validated,A,1.0,0.9999900460243224,True,1.0,low,30.943870544433594,1,0.0,72,9,0,0,0.0,Complexité suspecte: Phrases très longues: 72.0 mots/phrase
131_adaptive,validated,A,1.0,0.9920610189437866,True,1.0,low,26.46470069885254,3,0.0,66,13,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Complexité suspecte: Phrases très longues: 66.0 mots/phrase; Densité entités suspecte: Type d'entité dominant: MISC (6/7)
132_adaptive,validated,D,0.3385048985481262,0.994139850139618,True,0.30000000000000004,low,21.054983139038086,4,0.78,58,5,0,2,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.21; Métrique suspecte: Cohérence faible: 0.339; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.339) mais factualité élevée (0.994)
133_adaptive,validated,A,1.0,1.0000001192092896,True,1.0,low,16.073226928710938,0,0.0,24,2,0,2,0.0,
134_adaptive,validated,A+,0.936,0.9999998807907104,True,1.0,low,16.048908233642578,2,0.0,51,4,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Densité entités suspecte: Densité d'entités faible: 2.0% (1/51)
135_adaptive,validated,A+,0.916,0.9644334316253662,True,1.0,low,18.30577850341797,0,0.0,31,4,0,3,0.0,
136_adaptive,validated,A+,0.956,1.0,True,1.0,low,20.294189453125,1,0.0,41,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.27
137_adaptive,validated,A+,0.956,1.0,True,1.0,low,16.520023345947266,0,0.0,42,1,0,0,0.0,
138_adaptive,validated,A,0.876,0.9034748077392578,True,1.0,low,33.47444534301758,1,0.0,70,3,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.16
139_adaptive,validated,A+,0.916,1.0,True,1.0,low,18.72539520263672,0,0.0,40,2,0,0,0.0,
140_adaptive,validated,B+,1.0,1.0,True,1.0,low,14.545440673828125,1,0.0,30,0,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.43
141_adaptive,validated,A+,0.956,1.0,True,1.0,low,22.32813835144043,1,0.0,42,1,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.21
142_adaptive,validated,A,0.796,0.9938597083091736,True,1.0,low,40.56739807128906,3,0.0,101,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.27; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Densité entités suspecte: Densité d'entités faible: 0.0% (0/101)
143_adaptive,validated,A,0.796,0.9170922040939332,True,1.0,low,39.759159088134766,3,0.0,102,5,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Densité entités suspecte: Densité d'entités faible: 2.0% (2/102)
144_adaptive,validated,D,0.147315427660942,1.0,True,0.33999999999999997,low,16.82877540588379,3,0.8400000000000001,45,3,0,0,0.9,Métrique suspecte: Cohérence très faible: 0.147; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.147) mais factualité élevée (1.000)
145_adaptive,validated,B+,1.0,0.989346444606781,True,1.0,low,16.669511795043945,1,0.0,30,0,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.23
146_adaptive,validated,A+,0.8860000000000001,0.9983360171318054,True,1.0,low,35.15148162841797,1,0.0,78,6,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.22
147_adaptive,validated,D,0.1040031760931015,1.0,True,0.23999999999999996,medium,16.663551330566406,4,0.9400000000000001,45,7,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.29; Métrique suspecte: Cohérence très faible: 0.104; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.104) mais factualité élevée (1.000)
148_adaptive,validated,A+,0.916,0.9422397017478944,True,1.0,low,31.365394592285156,2,0.0,62,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.23; Densité entités suspecte: Densité d'entités faible: 0.0% (0/62)
149_adaptive,validated,A,0.756,0.9478301405906676,True,1.0,low,50.05908012390137,1,0.0,88,14,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.33
150_adaptive,validated,A,1.0,1.0,True,1.0,low,17.74883270263672,1,0.0,25,4,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.32
151_adaptive,validated,A,0.78,1.0,True,1.0,low,33.498525619506836,1,0.0,66,4,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.15
152_adaptive,validated,A+,0.936,0.9107520580291748,True,1.0,low,35.445451736450195,0,0.0,61,7,0,1,0.0,
153_adaptive,validated,A+,0.956,1.0,True,1.0,low,18.797636032104492,0,0.0,33,1,0,0,0.0,
154_adaptive,validated,A+,0.8460000000000001,0.9495419263839722,True,1.0,low,34.264326095581055,1,0.0,86,5,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.24
155_adaptive,validated,D,0.3156939394890315,0.9375750422477722,True,0.24000000000000005,medium,35.393476486206055,5,0.8400000000000001,95,9,0,2,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.16; Complexité suspecte: Phrases très longues: 31.7 mots/phrase; Métrique suspecte: Cohérence faible: 0.316; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.316) mais factualité élevée (0.938)
156_adaptive,validated,A,1.0,1.0000001192092896,True,1.0,low,17.1205997467041,2,0.0,19,4,0,0,0.0,Anomalie statistique: Résumé très court: 19 mots; Anomalie statistique: Ratio ponctuation élevé: 0.32
157_adaptive,validated,A+,0.956,0.889445424079895,True,1.0,low,16.640424728393555,1,0.0,41,4,0,2,0.0,Métrique suspecte: Factualité en dessous de la moyenne: 0.889
158_adaptive,validated,A,0.796,0.9705080986022948,True,1.0,low,33.303260803222656,1,0.0,92,6,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17
159_adaptive,validated,A+,0.936,0.9607664942741394,True,1.0,low,21.221160888671875,1,0.0,51,3,0,0,0.0,Densité entités suspecte: Densité d'entités faible: 2.0% (1/51)
160_adaptive,validated,D,0.226674094429157,0.8344650864601135,True,0.27,medium,19.67597007751465,4,0.91,41,6,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.20; Métrique suspecte: Cohérence très faible: 0.227; Métrique suspecte: Factualité en dessous de la moyenne: 0.834; Métrique suspecte: Grade de qualité D (problématique)
161_adaptive,validated,A,0.74,0.99534273147583,True,1.0,low,35.509347915649414,2,0.0,70,8,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Complexité suspecte: Phrases très longues: 35.0 mots/phrase
162_adaptive,validated,A+,0.926,0.9594295620918274,True,1.0,low,30.596017837524414,2,0.0,51,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.22; Densité entités suspecte: Densité d'entités faible: 0.0% (0/51)
163_adaptive,validated,A+,0.916,0.9507016539573668,True,1.0,low,33.49447250366211,1,0.0,84,6,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.21
164_adaptive,validated,A,0.866,0.9555639028549194,True,1.0,low,42.39916801452637,3,0.0,103,7,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.19; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Densité entités suspecte: Densité d'entités faible: 1.0% (1/103)
165_adaptive,validated,A,0.916,0.7837063670158386,True,1.0,low,16.75868034362793,2,0.0,67,9,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Métrique suspecte: Factualité en dessous de la moyenne: 0.784
166_adaptive,validated,D,0.1648215651512146,1.0,True,0.23999999999999996,medium,8.802652359008789,4,0.9400000000000001,20,4,0,1,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.35; Métrique suspecte: Cohérence très faible: 0.165; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.165) mais factualité élevée (1.000)
167_adaptive,validated,A,0.796,0.9675357937812804,True,1.0,low,47.210693359375,1,0.0,96,5,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18
168_adaptive,validated,A,0.826,0.8889455795288086,True,1.0,low,31.25905990600586,4,0.0,101,9,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.24; Complexité suspecte: Phrases très longues: 33.7 mots/phrase; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Métrique suspecte: Factualité en dessous de la moyenne: 0.889
169_adaptive,validated,B+,0.64,0.8079459071159363,True,0.8899999999999999,low,34.2249870300293,3,0.1100000000000001,82,4,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.30; Métrique suspecte: Cohérence en dessous de la moyenne: 0.640; Métrique suspecte: Factualité en dessous de la moyenne: 0.808
170_adaptive,validated,A+,0.956,1.0,True,1.0,low,14.570474624633789,0,0.0,30,0,0,0,0.0,
171_adaptive,validated,D,0.0960426330566406,0.7991381883621216,True,0.27,medium,16.605615615844727,4,0.91,28,5,0,3,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.25; Métrique suspecte: Cohérence très faible: 0.096; Métrique suspecte: Factualité en dessous de la moyenne: 0.799; Métrique suspecte: Grade de qualité D (problématique)
172_adaptive,validated,A,0.76,0.9026752710342408,True,1.0,low,27.72998809814453,1,0.0,85,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.16
173_adaptive,validated,A,0.796,0.9152163863182068,True,1.0,low,31.801939010620117,2,0.0,101,6,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.19; Complexité suspecte: Absence de connecteurs logiques dans un texte long
174_adaptive,validated,A+,0.8860000000000001,0.9325799345970154,True,1.0,low,20.221233367919922,2,0.0,11,1,0,0,0.0,Anomalie statistique: Résumé très court: 11 mots; Anomalie statistique: Ratio ponctuation élevé: 0.18
175_adaptive,validated,A+,0.956,0.9048036336898804,True,1.0,low,22.767305374145508,1,0.0,48,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.19
176_adaptive,validated,A,1.0,1.0,True,1.0,low,34.83915328979492,1,0.0,24,0,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17
177_adaptive,validated,A,1.0,0.9674214124679564,True,1.0,low,10.47515869140625,1,0.0,24,2,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17
178_adaptive,validated,A,0.936,0.8085412979125977,True,1.0,low,35.69340705871582,2,0.0,55,5,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Métrique suspecte: Factualité en dessous de la moyenne: 0.809
179_adaptive,validated,A,0.866,0.876602828502655,True,1.0,low,30.4563045501709,2,0.0,93,5,0,1,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.15; Métrique suspecte: Factualité en dessous de la moyenne: 0.877
180_adaptive,validated,A+,0.956,1.0,True,1.0,low,20.943403244018555,1,0.0,22,1,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18
181_adaptive,validated,A,0.796,0.8605238795280457,True,1.0,low,50.16684532165527,2,0.0,105,7,0,3,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.21; Métrique suspecte: Factualité en dessous de la moyenne: 0.861
182_adaptive,validated,D,0.097365864767478,0.961173951625824,True,0.23999999999999996,medium,15.323400497436523,4,0.9400000000000001,32,4,0,0,0.9,Anomalie statistique: Ratio ponctuation élevé: 0.19; Métrique suspecte: Cohérence très faible: 0.097; Métrique suspecte: Grade de qualité D (problématique); Métrique suspecte: Corrélation suspecte: cohérence faible (0.097) mais factualité élevée (0.961)
183_adaptive,validated,A,0.826,0.997988224029541,True,1.0,low,34.760475158691406,3,0.0,92,4,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.17; Complexité suspecte: Phrases très longues: 30.7 mots/phrase; Densité entités suspecte: Densité d'entités faible: 0.0% (0/92)
184_adaptive,validated,A+,0.8859999999999999,0.99607253074646,True,1.0,low,17.52161979675293,1,0.0,27,3,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.26
185_adaptive,validated,A+,0.8959999999999999,0.9488303065299988,True,1.0,low,28.180360794067383,2,0.0,66,3,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.18; Densité entités suspecte: Densité d'entités faible: 1.5% (1/66)
1_confidence_weighted,validated,B+,0.6844615384615385,0.9747263193130492,False,0.15499999999999997,high,153.3808708190918,11,0.845,496,18,0,1,0.0,Anomalie statistique: Résumé potentiellement trop long: 496 mots; Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'la situation' répétée 10 fois
2_confidence_weighted,validated,B+,0.6843982683982685,0.924626648426056,True,0.26499999999999985,medium,97.9316234588623,9,0.7350000000000001,317,19,0,2,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.23; Anomalie statistique: Diversité lexicale faible: 0.14; Répétition problématique: Expression 'microsoft a' répétée 9 fois; Répétition problématique: Expression 'a spécifiquement' répétée 9 fois; Répétition problématique: Expression 'spécifiquement travaillé' répétée 9 fois
4_confidence_weighted,validated,B+,0.6840434782608695,0.949759304523468,False,0.06499999999999989,high,163.85674476623535,12,0.935,514,26,0,2,0.0,Anomalie statistique: Résumé très long: 514 mots; Anomalie statistique: Ratio ponctuation élevé: 0.19; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Structure répétitive: 9 phrases commencent de même; Répétition problématique: Expression 'le président' répétée 9 fois
5_confidence_weighted,validated,B+,0.6776292134831461,0.9464643001556396,False,0.23499999999999982,high,133.68964195251465,11,0.7650000000000001,464,13,0,0,0.0,Anomalie statistique: Résumé potentiellement trop long: 464 mots; Anomalie statistique: Diversité lexicale faible: 0.12; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'chaque n' répétée 9 fois; Répétition problématique: Expression 'n qui' répétée 9 fois
11_confidence_weighted,validated,B+,0.6837837837837838,0.86784827709198,False,0.0,high,159.257173538208,14,1.0,473,18,0,0,0.0,Anomalie statistique: Résumé potentiellement trop long: 473 mots; Anomalie statistique: Ratio ponctuation élevé: 0.21; Anomalie statistique: Diversité lexicale faible: 0.14; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 9 phrases commencent de même
12_confidence_weighted,validated,D,0.3978944309009528,0.8595384955406189,False,0.0,high,116.58239364624023,13,1.0,345,45,0,1,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.20; Anomalie statistique: Diversité lexicale faible: 0.14; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'emmanuel macron' répétée 5 fois; Répétition problématique: Expression 'macron et' répétée 5 fois
13_confidence_weighted,validated,B+,0.6854080996884735,0.8804227709770203,False,0.0,high,147.68600463867188,13,1.0,477,45,0,3,0.0,Anomalie statistique: Résumé potentiellement trop long: 477 mots; Anomalie statistique: Ratio ponctuation élevé: 0.23; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 9 phrases commencent de même
14_confidence_weighted,validated,C,0.4806069541851986,0.9275503158569336,False,0.0,high,85.21556854248047,12,1.0,335,15,0,0,0.4,Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'sur la' répétée 10 fois; Répétition problématique: Expression 'international -' répétée 5 fois; Répétition problématique: Expression '- comment' répétée 5 fois
15_confidence_weighted,validated,B+,0.634423645320197,0.8491867184638977,False,0.05499999999999991,high,85.10684967041016,13,0.9450000000000001,315,13,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.10; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 9 phrases commencent de même; Répétition problématique: Expression 'séisme de' répétée 9 fois
16_confidence_weighted,validated,C,0.4009624769863387,0.8886588215827942,False,0.0,high,138.41795921325684,13,1.0,480,5,0,0,0.4,Anomalie statistique: Résumé potentiellement trop long: 480 mots; Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.14; Répétition problématique: Expression 'sur des' répétée 10 fois; Répétition problématique: Expression 'des échelles' répétée 10 fois
17_confidence_weighted,validated,C,0.4038974380921965,0.7031623721122742,False,0.0,high,155.06982803344727,13,1.0,440,25,0,1,0.4,Anomalie statistique: Résumé potentiellement trop long: 440 mots; Anomalie statistique: Ratio ponctuation élevé: 0.19; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'rédaction de' répétée 5 fois
19_confidence_weighted,validated,B+,0.6811737451737452,0.9661912322044371,True,0.26499999999999985,medium,114.55821990966797,9,0.7350000000000001,349,33,0,0,0.0,Anomalie statistique: Ratio ponctuation élevé: 0.24; Anomalie statistique: Diversité lexicale faible: 0.13; Répétition problématique: Expression 'linux est' répétée 9 fois; Répétition problématique: Expression 'le système' répétée 9 fois; Répétition problématique: Expression 'système d'exploitation' répétée 9 fois
20_confidence_weighted,validated,B+,0.6836772616136919,0.6930340528488159,False,0.0,high,167.01245307922363,12,1.0,549,38,0,1,0.3,Anomalie statistique: Résumé très long: 549 mots; Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.14; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'les utilisateurs' répétée 9 fois
22_confidence_weighted,validated,D,0.3761467169911884,0.6441677808761597,False,0.0,high,141.86668395996094,14,1.0,455,30,0,2,0.7,Anomalie statistique: Résumé potentiellement trop long: 455 mots; Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.12; Complexité suspecte: Phrases très longues: 30.3 mots/phrase; Complexité suspecte: Absence de connecteurs logiques dans un texte long
24_confidence_weighted,validated,B+,0.6862272727272727,0.6944047808647156,False,0.025000000000000064,high,83.44864845275879,11,1.0,250,21,0,0,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.18; Anomalie statistique: Diversité lexicale faible: 0.14; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'est une' répétée 8 fois; Répétition problématique: Expression 'une organisation' répétée 8 fois
25_confidence_weighted,validated,D,0.3615392678438273,0.8089898824691772,False,0.0,high,101.1495590209961,13,1.0,320,15,0,0,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'on va' répétée 5 fois; Répétition problématique: Expression 'va bientôt' répétée 5 fois
26_confidence_weighted,validated,D,0.3164650266537679,0.6975960731506348,False,0.0,high,118.99590492248535,13,1.0,380,20,0,2,0.7,Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.12; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 15 phrases commencent de même; Répétition problématique: Expression 'la fondation' répétée 10 fois
27_confidence_weighted,validated,B+,0.6872876712328767,0.7593997120857239,False,0.005000000000000018,high,155.41601181030273,11,0.995,502,29,0,2,0.0,"Anomalie statistique: Résumé très long: 502 mots; Anomalie statistique: Ratio ponctuation élevé: 0.18; Anomalie statistique: Diversité lexicale faible: 0.14; Répétition problématique: Expression '""paix durable""' répétée 5 fois; Répétition problématique: Expression 'durable"" berlin,' répétée 5 fois"
28_confidence_weighted,validated,D,0.3621281896925904,0.6679369211196899,False,0.0,high,118.33453178405762,14,1.0,335,20,0,1,0.7,Anomalie statistique: Ratio ponctuation élevé: 0.24; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 10 phrases commencent de même; Répétition problématique: Expression 'bachar al-assad' répétée 10 fois
29_confidence_weighted,validated,C,0.4061306876596452,0.8123286366462708,False,0.0,high,142.87805557250977,12,1.0,510,25,0,1,0.4,Anomalie statistique: Résumé très long: 510 mots; Anomalie statistique: Diversité lexicale faible: 0.10; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'le modèle' répétée 15 fois; Répétition problématique: Expression 'la commission' répétée 10 fois
30_confidence_weighted,validated,B+,0.6857714285714286,0.8861552476882935,False,0.0,high,148.08392524719238,12,1.0,502,17,0,0,0.0,Anomalie statistique: Résumé très long: 502 mots; Anomalie statistique: Ratio ponctuation élevé: 0.20; Anomalie statistique: Diversité lexicale faible: 0.13; Répétition problématique: Expression 'plus de' répétée 9 fois; Répétition problématique: Expression 'il s'agit' répétée 5 fois
31_confidence_weighted,validated,C,0.4406990216621234,0.9514681100845336,False,0.0,high,116.22428894042969,13,1.0,390,55,0,7,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.21; Anomalie statistique: Diversité lexicale faible: 0.12; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'a déposé' répétée 10 fois; Répétition problématique: Expression 'déposé un' répétée 10 fois
32_confidence_weighted,validated,D,0.3682176047987057,0.7847729921340942,False,0.0,high,137.45784759521484,14,1.0,425,30,0,3,0.4,Anomalie statistique: Résumé potentiellement trop long: 425 mots; Anomalie statistique: Ratio ponctuation élevé: 0.25; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 10 phrases commencent de même
33_confidence_weighted,validated,D,0.389210343987,0.7308954000473022,False,0.0,high,99.7321605682373,14,1.0,305,10,0,0,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.16; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 15 phrases commencent de même; Répétition problématique: Expression 'le ministre' répétée 5 fois
34_confidence_weighted,validated,D,0.3389859568714243,0.7230283617973328,False,0.0,high,109.54475402832031,13,1.0,325,15,0,0,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.17; Anomalie statistique: Diversité lexicale faible: 0.12; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 15 phrases commencent de même; Répétition problématique: Expression 'les entreprises' répétée 10 fois
35_confidence_weighted,validated,D,0.3943594470005825,0.7540677785873413,False,0.0,high,166.3658618927002,13,1.0,485,45,0,3,0.4,Anomalie statistique: Résumé potentiellement trop long: 485 mots; Anomalie statistique: Ratio ponctuation élevé: 0.25; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'premières images' répétée 10 fois
37_confidence_weighted,validated,B+,0.6869387755102041,0.6112673878669739,False,0.025000000000000064,high,109.54880714416504,11,1.0,347,33,0,0,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.24; Anomalie statistique: Diversité lexicale faible: 0.14; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'le «' répétée 5 fois; Répétition problématique: Expression '« sommet' répétée 5 fois
38_confidence_weighted,validated,B+,0.6878045112781954,0.8178450465202332,False,0.0,high,132.45463371276855,13,1.0,417,54,0,2,0.0,Anomalie statistique: Résumé potentiellement trop long: 417 mots; Anomalie statistique: Ratio ponctuation élevé: 0.24; Anomalie statistique: Diversité lexicale faible: 0.13; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 10 phrases commencent de même
39_confidence_weighted,validated,D,0.3659054057835116,0.6952975392341614,False,0.0,high,133.23068618774414,13,1.0,390,35,0,3,0.7,Anomalie statistique: Ratio ponctuation élevé: 0.26; Anomalie statistique: Diversité lexicale faible: 0.12; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 10 phrases commencent de même; Répétition problématique: Expression 'la cour' répétée 10 fois
40_confidence_weighted,validated,D,0.368569635573859,0.8920652866363525,False,0.0,high,131.45780563354492,13,1.0,390,25,0,3,0.4,Anomalie statistique: Ratio ponctuation élevé: 0.26; Anomalie statistique: Diversité lexicale faible: 0.14; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 10 phrases commencent de même; Répétition problématique: Expression 'il s’agit' répétée 5 fois
41_confidence_weighted,validated,B+,0.6878115942028986,0.6457850933074951,False,0.0,high,115.69809913635254,12,1.0,356,28,0,0,0.3,Anomalie statistique: Ratio ponctuation élevé: 0.18; Anomalie statistique: Diversité lexicale faible: 0.15; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Complexité suspecte: Structure répétitive: 9 phrases commencent de même; Répétition problématique: Expression 'coney island' répétée 5 fois
42_confidence_weighted,validated,B+,0.6853333333333333,0.8902344703674316,False,0.0,high,179.64720726013184,13,1.0,530,14,0,0,0.0,"Anomalie statistique: Résumé très long: 530 mots; Anomalie statistique: Ratio ponctuation élevé: 0.21; Anomalie statistique: Diversité lexicale faible: 0.14; Complexité suspecte: Absence de connecteurs logiques dans un texte long; Répétition problématique: Expression 'et pourtant,' répétée 5 fois"
